spectrum,continuum_subtracted_spectrum,error
4.15572,1.11574,0.971818
4.4761,1.43049,0.989522
3.51288,0.468897,0.969436
3.75667,0.717025,0.963098
3.68944,0.654652,0.95296
2.48044,-0.556082,0.958116
5.87008,2.82751,0.997356
5.37682,2.33236,0.980538
1.1837,-1.86097,0.930843
1.23311,-1.80415,0.891756
3.80291,0.765646,0.954557
3.14279,0.116244,0.932906
5.36693,2.32967,0.966985
4.06384,1.02658,0.963684
1.91876,-1.11352,0.945913
3.03472,0.00244141,0.937746
3.23395,0.190588,0.945959
0.197805,-2.85508,0.898635
5.95517,2.91073,1.00421
4.35089,1.31753,1.00097
2.58315,-0.450209,0.983831
1.99235,-1.04101,0.943547
2.01622,-1.01504,0.921082
2.8994,-0.120723,0.918882
3.29131,0.282686,0.917049
3.36101,0.362346,0.972852
1.9645,-1.03672,0.976398
3.94237,0.935967,1.03315
4.76638,1.75998,1.0559
-0.200796,-3.19473,0.992231
2.47399,-0.519941,0.961512
2.25149,-0.749463,0.967483
1.25023,-1.74589,0.922225
1.94844,-1.05476,0.905061
3.60487,0.60875,0.962843
3.85421,0.863797,1.00607
2.72492,-0.272605,1.00742
4.40548,1.40228,0.997753
1.18652,-1.81668,0.951307
1.30175,-1.70775,0.99813
4.06825,1.05327,1.02407
1.90714,-1.11306,1.00302
1.4611,-1.55361,1.00443
1.65288,-1.36732,0.964607
3.07229,0.045243,0.963554
3.6854,0.6652,0.924232
3.14008,0.113033,0.900652
2.4555,-0.562622,0.897748
1.37939,-1.62633,0.914026
4.57751,1.55939,0.940467
2.53739,-0.487685,0.958601
1.76685,-1.24569,0.916083
2.71303,-0.287706,0.939881
0.30767,-2.6826,0.854795
1.21118,-1.78413,0.876549
1.94765,-1.04766,0.912738
1.93724,-1.05668,0.930255
2.23467,-0.758017,0.949817
3.56214,0.571827,0.960487
4.59962,1.60888,0.960332
2.56176,-0.442432,0.940135
2.32985,-0.674342,0.939827
1.95856,-1.03218,0.974028
2.05339,-0.922727,1.04677
2.59055,-0.397347,1.05352
3.22439,0.251072,0.980868
5.47262,2.4993,1.00267
3.88363,0.89793,0.99981
1.94492,-1.02707,0.990755
2.11585,-0.84116,0.975863
3.26431,0.3073,0.949329
2.98394,0.0373375,0.924433
1.90758,-1.02824,0.903962
2.88949,-0.0379102,0.891133
2.93475,0.0232062,0.891122
3.99947,1.09797,0.990182
5.02985,2.11294,1.07488
3.44633,0.529422,1.01866
3.00275,0.0806792,0.952519
2.58213,-0.324722,0.947006
2.53314,-0.358315,0.93361
2.79452,-0.112332,0.933532
3.48216,0.585859,0.937038
4.10386,1.22298,0.973313
2.88284,0.0168152,0.952502
2.64015,-0.218042,0.946603
2.8873,0.0291083,0.938332
2.8635,0.0127192,0.939736
3.17152,0.313328,0.906048
4.17701,1.32631,0.898124
3.68004,0.836746,0.852977
2.28099,-0.554493,0.824385
3.97597,1.13268,0.868034
4.06301,1.21231,0.890486
2.7575,-0.0906126,0.929138
4.22573,1.36986,0.957752
4.83831,1.98244,0.917999
4.18176,1.33365,0.900766
3.65166,0.811083,0.886199
3.55756,0.711156,0.902315
3.33809,0.475982,0.917698
2.58199,-0.296051,0.896982
2.1321,-0.761995,0.869631
3.30107,0.406975,0.915898
4.087,1.1929,0.905903
2.52433,-0.374333,0.87625
1.11788,-1.79744,0.846543
2.05557,-0.864997,0.84343
0.633873,-2.28669,0.833556
4.07696,1.15857,0.895607
3.05239,0.142287,0.860239
2.90938,-0.00878549,0.852397
3.24936,0.331195,0.87946
0.299197,-2.61897,0.846592
4.09534,1.17717,0.940164
3.76016,0.824636,0.886491
3.44293,0.507406,0.84607
3.66567,0.741157,0.876206
4.00906,1.08455,0.911637
4.2184,1.29389,0.937063
2.37308,-0.551433,0.929756
1.77968,-1.16216,0.884855
2.81731,-0.124534,0.860173
2.9766,0.0347559,0.840339
2.26799,-0.656573,0.824388
2.3263,-0.613884,0.827269
2.12717,-0.813014,0.86364
3.7553,0.805702,0.87227
2.40686,-0.534344,0.841523
2.17121,-0.761657,0.804703
3.75255,0.827291,0.863134
3.6026,0.684763,0.856065
3.19931,0.290232,0.869832
2.23695,-0.680887,0.860418
2.39681,-0.521027,0.871492
2.50232,-0.406758,0.833582
1.89393,-1.0073,0.874884
1.36273,-1.54729,0.84447
1.4511,-1.46674,0.811331
2.77748,-0.132539,0.850908
2.0552,-0.847561,0.920489
2.0044,-0.890124,0.956218
3.19903,0.313206,0.933597
2.9254,0.0308759,0.87912
1.46396,-1.43056,0.857244
1.89508,-0.998429,0.85839
1.53116,-1.36235,0.893092
1.06337,-1.8472,0.900422
1.62014,-1.28792,0.882629
2.49847,-0.401302,0.859277
2.24742,-0.652352,0.857818
3.33331,0.433537,0.941951
4.00321,1.0946,1.05182
2.31833,-0.605983,0.988472
0.804313,-2.12789,0.880529
2.26558,-0.67386,0.849464
2.16137,-0.786044,0.854245
1.67818,-1.27665,0.873621
2.62454,-0.337388,0.866739
2.38516,-0.582851,0.88184
1.62206,-1.34617,0.867933
2.92722,-0.0467048,0.882269
3.12102,0.133721,0.912616
1.65352,-1.327,0.884343
1.64624,-1.34106,0.897473
2.02955,-0.957749,0.884869
1.80634,-1.18096,0.881751
2.06895,-0.918349,0.909696
3.80157,0.814271,0.97259
3.88143,0.894131,0.994511
2.51452,-0.472779,0.969313
2.13397,-0.85885,0.967442
2.78844,-0.20438,0.968281
2.90473,-0.0825686,0.929716
3.25341,0.26059,0.901937
3.17614,0.177796,0.893502
2.09712,-0.907936,0.838945
2.26592,-0.737319,0.841758
3.13417,0.136583,0.865923
2.82513,-0.168606,0.897961
3.58668,0.587242,0.900715
2.26071,-0.752612,0.872818
1.25586,-1.77079,0.878102
2.24272,-0.783933,0.872985
3.11117,0.0711086,0.867596
2.12269,-0.931547,0.846531
3.66405,0.595685,0.875266
4.62762,1.54269,0.890712
3.5334,0.431638,0.859953
1.16609,-1.95296,0.804385
1.55579,-1.57819,0.801206
5.25805,2.1081,0.867159
2.80125,-0.365701,0.871518
2.65237,-0.514581,0.85452
2.30893,-0.858021,0.826308
2.06909,-1.11513,0.810337
2.79773,-0.403697,0.818765
3.3364,0.117757,0.82541
2.08765,-1.14817,0.836502
3.55494,0.301614,0.92355
2.79705,-0.473678,0.951807
1.67657,-1.60404,0.910013
2.48097,-0.799644,0.851053
3.64621,0.365596,0.858674
2.31078,-0.987408,0.826777
2.50123,-0.815223,0.819526
1.5481,-1.77855,0.786507
1.99744,-1.3471,0.821329
2.69323,-0.659029,0.859121
1.30494,-2.06544,0.855736
3.83885,0.450531,0.866472
3.80545,0.40354,0.834569
3.54852,0.14661,0.800643
2.45647,-0.94544,0.785759
1.88812,-1.52017,0.759733
3.60663,0.181396,0.799215
3.39827,-0.0439146,0.808265
4.25723,0.798348,0.814363
3.47453,-0.000932217,0.789849
3.22119,-0.271731,0.79768
3.89711,0.394388,0.790876
3.27828,-0.224442,0.809249
2.29697,-1.22371,0.816214
3.1477,-0.392734,0.817762
4.52536,0.964686,0.836696
4.56356,0.98248,0.828463
3.48968,-0.111572,0.791773
3.22197,-0.379282,0.79585
4.51813,0.896302,1.07952
5.46222,1.83082,1.12799
4.23948,0.58762,0.89678
4.28196,0.627324,0.864827
4.61076,0.95551,0.886582
2.09884,-1.57875,0.837696
1.68226,-1.99533,0.871376
2.37914,-1.29845,0.876765
3.19985,-0.477736,0.842307
4.26688,0.576543,0.818258
5.11432,1.40929,0.814988
4.97861,1.25633,0.837628
4.51895,0.773615,0.861998
3.68884,-0.0813813,0.860414
3.57168,-0.222686,0.811815
2.817,-1.00175,0.781582
3.26216,-0.562326,0.763788
6.03972,2.20272,0.818979
3.98851,0.126285,0.830979
3.83958,-0.033432,0.84552
4.26485,0.378925,0.868518
3.30659,-0.590056,0.826986
2.58498,-1.31403,0.786135
4.14685,0.235317,0.805671
4.43621,0.514387,0.809829
3.24504,-0.68903,0.776298
2.95215,-0.992039,0.776644
2.90657,-1.04928,0.791245
2.89924,-1.0785,0.791324
3.27254,-0.716301,0.763833
2.46997,-1.52942,0.767274
2.63347,-1.37657,0.77806
0.659397,-3.36092,0.767939
1.4248,-2.5854,0.748848
3.2205,-0.779311,0.803808
0.692047,-3.31815,0.777296
0.822458,-3.20885,0.831393
1.54002,-2.50503,0.909775
1.76759,-2.27746,0.860198
2.05271,-2.01287,0.788588
1.79346,-2.29261,0.737657
0.349157,-3.75761,0.73457
0.35525,-3.76849,0.787023
2.04966,-2.09464,0.823342
2.55492,-1.60931,0.762854
2.38676,-1.79468,0.796031
2.99818,-1.2035,0.766123
4.40243,0.180764,0.831591
4.68816,0.446443,0.821188
3.10876,-1.15256,0.775138
2.90074,-1.37929,0.769684
2.5417,-1.75279,0.741661
2.4129,-1.89481,0.763034
4.01668,-0.308544,0.774561
3.66506,-0.677588,0.790836
4.42491,0.0647345,0.816029
4.08757,-0.288624,0.834656
3.54563,-0.846336,0.862781
3.94998,-0.457533,0.886938
4.49386,0.0702386,0.867028
3.55321,-0.886616,0.814601
3.20056,-1.25676,0.79516
2.97629,-1.49749,0.803743
3.45708,-1.03263,0.839362
4.36346,-0.141174,0.855354
4.06337,-0.454937,0.849771
2.29182,-2.22649,0.813732
4.00886,-0.509448,0.813075
2.37107,-2.14724,0.797703
0.767076,-3.75123,0.779745
2.31474,-2.20357,1.00224
4.23536,-0.282948,1.09554
2.82925,-1.68906,0.895923
1.65463,-2.86368,0.863173
2.11322,-2.40509,0.838756
1.56707,-2.95124,0.815554
0.663502,-3.85481,0.765077
1.84123,-2.67708,0.791604
2.04669,-2.47162,0.803678
3.4504,-1.06791,0.804037
2.52778,-1.99053,0.792212
2.30847,-2.20984,0.74722
2.35641,-2.16403,0.787758
0.853994,-3.66645,0.805616
4.3753,-0.151696,0.894302
3.60005,-0.939704,0.832622
3.76867,-0.778582,0.832158
4.34472,-0.215372,0.834761
4.48405,-0.0892334,0.882798
5.0476,0.460943,0.843898
4.46254,-0.137581,0.813089
4.45699,-0.155883,0.802025
4.24743,-0.377636,0.799264
4.91569,0.279343,0.785842
5.09409,0.44641,0.781333
3.43071,-1.22907,0.798252
4.73807,0.0726418,0.849207
4.8043,0.127138,0.88895
3.96898,-0.71891,0.876287
4.67868,-0.0207386,0.842
5.95919,1.24859,0.834087
5.4396,0.728997,0.823722
5.7072,0.985451,0.829943
5.68625,0.961407,0.831307
6.00993,1.27371,0.843322
5.62646,0.882907,0.825612
4.57083,-0.172723,0.790108
4.3164,-0.438178,0.811369
5.03237,0.26683,0.843136
5.38187,0.607993,0.842003
5.3385,0.553397,0.823563
5.0271,0.241997,0.796253
4.47529,-0.309813,0.782867
4.45497,-0.330133,0.780151
6.06122,1.27612,0.792511
3.26942,-1.52655,0.766685
3.85459,-0.952301,0.764304
5.6731,0.855418,0.780035
5.02874,0.20025,0.782232
3.51919,-1.31951,0.777101
5.52226,0.678334,0.839273
5.29174,0.437596,0.826082
4.89544,0.0316668,0.814747
5.14512,0.281347,0.80524
5.07227,0.208497,0.816589
4.26036,-0.610884,0.851636
4.63869,-0.232554,0.849299
5.34728,0.476036,0.843226
5.63423,0.762986,0.80042
5.11829,0.241201,0.781033
5.4311,0.559856,0.789728
7.04891,2.17348,0.814606
5.38413,0.502889,0.806407
6.69476,1.80946,0.84337
6.12342,1.24218,0.810931
5.85324,0.967942,0.811695
6.18996,1.31044,0.835912
4.97802,0.098496,0.837349
6.03615,1.15273,0.853293
6.76137,1.87402,0.84529
4.8284,-0.0552568,0.791029
4.56735,-0.320231,0.789672
5.8238,0.932089,0.804487
4.9712,0.0698218,0.832078
5.74907,0.847692,0.890415
6.00645,1.10507,0.886509
4.45292,-0.459751,0.851096
3.77216,-1.13493,0.829146
4.52709,-0.388955,0.855739
4.92922,0.00593233,0.831594
5.57839,0.655102,0.791336
4.80377,-0.128547,0.771627
5.48374,0.542544,0.79968
5.46041,0.519214,0.785597
5.26041,0.310254,0.831792
6.72545,1.77473,0.886063
4.81854,-0.12817,0.880069
4.82098,-0.125731,0.862069
5.57002,0.62331,0.851297
6.28103,1.33255,1.08803
6.54029,1.58333,1.14533
5.67024,0.705701,0.953012
3.99365,-0.970889,0.887535
5.3955,0.430961,0.827878
4.71851,-0.254081,0.777764
5.23345,0.260859,0.80937
6.39506,1.42247,0.818526
4.43392,-0.538671,0.786975
5.01945,0.0438166,0.816802
5.03503,0.0593963,0.833374
5.71308,0.729174,0.818439
5.20493,0.212678,0.788924
4.80423,-0.196862,0.817344
6.29392,1.29283,0.874763
3.56016,-1.44569,0.843295
3.02555,-1.97554,0.804859
4.97881,-0.0188212,0.78035
5.28552,0.292802,0.755017
4.2057,-0.790861,0.761089
4.55678,-0.444519,0.791222
3.34626,-1.65744,0.795449
5.53253,0.524232,0.823541
4.9178,-0.0904975,0.807037
5.00223,-0.00749445,0.794296
6.20189,1.19596,0.819898
4.67017,-0.332087,0.817658
4.49945,-0.498753,0.819931
5.31792,0.315663,0.806404
5.77494,0.764548,0.80413
5.45185,0.433337,0.789199
4.9148,-0.111823,0.781804
4.86381,-0.170851,0.792765
5.00902,-0.0336976,0.856769
5.28402,0.232906,0.869023
4.42284,-0.628274,0.810776
4.39655,-0.660832,0.760222
5.54592,0.480761,0.77457
6.00192,0.929312,0.811168
5.79211,0.717825,0.850628
4.67084,-0.410349,0.844515
6.00587,0.924681,0.837426
6.13378,1.04537,0.798598
5.03258,-0.0633025,0.816742
6.18324,1.08736,0.804685
6.065,0.963473,0.800887
6.06365,0.955033,0.896124
5.38809,0.27741,0.922135
5.78567,0.67499,0.907263
6.76524,1.65456,0.84082
6.01627,0.908808,0.780248
5.1414,0.0372581,0.779241
4.74248,-0.358035,0.779459
6.59662,1.49664,0.805475
6.6786,1.5823,0.825435
4.83869,-0.254436,0.810444
4.50169,-0.595108,0.789945
3.58171,-1.51142,0.765254
6.0186,0.925474,0.815546
4.50565,-0.589552,0.793326
3.68396,-1.4144,0.777736
5.62103,0.521039,0.795525
5.69504,0.591577,0.797024
4.20073,-0.905914,0.763735
5.20755,0.0944514,0.755239
6.16723,1.04758,0.786982
5.45609,0.329989,0.797947
4.67906,-0.452189,0.799486
5.43578,0.298257,0.793383
4.61658,-0.527481,0.756701
4.83909,-0.311855,0.721355
4.15574,-0.998724,0.715471
4.88486,-0.274304,0.712476
5.87023,0.704116,0.770275
4.59984,-0.573671,0.744663
6.73027,1.54941,0.82129
5.72594,0.537795,0.838553
6.03322,0.845075,0.834336
6.83468,1.64653,0.896499
6.47032,1.28218,0.876091
5.82019,0.632045,0.866534
5.91863,0.730485,0.844533
4.89368,-0.289389,0.793369
4.9972,-0.185869,0.744168
4.97641,-0.206659,0.696975
4.68823,-0.49451,0.746991
5.33679,0.160437,0.769406
4.93812,-0.241054,0.773238
5.18977,0.00311375,0.755161
6.05646,0.862311,0.761915
5.15009,-0.0385056,0.797995
4.20978,-0.978816,0.820668
5.87539,0.684879,0.811054
4.60241,-0.587235,0.737639
5.46612,0.272368,0.763915
4.82004,-0.368485,0.921047
4.4057,-0.784752,1.07409
5.11211,-0.085784,1.09808
5.26035,0.0573859,1.04001
5.96166,0.751863,0.998091
6.26537,1.0479,0.897784
4.39515,-0.829942,0.808542
4.13091,-1.08794,0.738026
5.09992,-0.117213,0.737184
4.06001,-1.14927,0.722411
5.41616,0.206883,0.753695
5.31532,0.113336,0.771859
5.23835,0.0443192,0.773918
5.03671,-0.157321,0.807324
4.80913,-0.384901,0.840621
5.2342,0.0482674,0.879623
5.0234,-0.162533,0.866056
3.8331,-1.34499,0.788694
4.33577,-0.842318,0.794029
4.95097,-0.234962,0.776775
4.47404,-0.711893,0.751444
4.26771,-0.923297,0.773363
5.23459,0.0513759,0.82162
3.9157,-1.26751,0.808888
5.54336,0.352353,0.795019
6.72451,1.52559,0.790839
5.07596,-0.130889,0.770463
4.13424,-1.07261,0.763648
6.58035,1.36565,0.824002
4.02732,-1.18716,0.794991
4.98594,-0.22069,0.830435
5.81925,0.617439,0.844566
4.622,-0.571902,0.809211
5.20129,-0.000520706,0.773691
5.30649,0.112587,0.785042
5.26941,0.07868,0.81311
4.24323,-0.9475,0.779876
3.79719,-1.38634,0.749601
4.83214,-0.354759,0.733379
5.93497,0.752417,0.757909
5.01851,-0.168454,0.747868
3.53806,-1.64794,0.711044
5.7287,0.542705,0.767484
5.85536,0.665822,0.756238
4.03555,-1.15814,0.78901
5.64663,0.457443,0.842448
4.78616,-0.403446,0.835918
4.22009,-0.973358,0.761661
4.25721,-0.931635,0.742114
4.8033,-0.390148,0.776656
5.41389,0.216639,0.902963
5.61249,0.412449,0.988289
5.7151,0.511133,1.03786
4.73269,-0.47589,0.974578
4.60233,-0.610161,0.740783
4.67549,-0.53309,0.739563
4.74348,-0.469011,0.737448
4.94982,-0.2636,0.716808
3.33935,-1.87407,0.696144
5.64264,0.420832,0.745781
5.89936,0.675333,0.735867
5.9398,0.715773,0.75287
5.8871,0.663074,0.735483
3.6283,-1.59573,0.715012
4.83151,-0.398893,0.748706
4.60207,-0.636044,0.797533
5.18098,-0.0602202,0.83769
5.26476,0.0157051,0.871515
5.16851,-0.0805449,0.835433
6.39736,1.15285,0.810321
5.11512,-0.121684,0.737795
4.74492,-0.499594,0.733776
4.2851,-0.951704,0.785471
4.53282,-0.696272,0.806861
5.2424,0.00559616,0.826226
5.39866,0.161856,0.84079
6.69912,1.47079,0.832648
5.46046,0.231443,0.801576
6.42323,1.19421,0.786254
5.95074,0.725261,0.771097
4.02881,-1.1922,0.765617
5.15881,-0.0646119,0.777092
5.41619,0.192768,0.761984
5.42291,0.199488,0.782265
4.97917,-0.244252,0.800082
4.89823,-0.325192,0.829657
5.54927,0.325848,0.831355
5.82314,0.599718,0.812284
4.41459,-0.808832,0.769958
5.20584,-0.0175819,0.761182
5.42942,0.205998,0.75912
5.05089,-0.172532,0.792573
4.68227,-0.541152,0.788878
3.93155,-1.29187,0.759913
3.16888,-2.05454,0.722529
4.93438,-0.289042,0.752118
5.07335,-0.150072,0.771173
3.73528,-1.49215,0.746447
4.12258,-1.11111,0.744346
6.60474,1.37105,0.786517
4.8402,-0.4015,0.769566
5.20108,-0.0406199,0.778346
5.42036,0.17866,0.822698
5.18343,-0.0502601,0.852518
5.71265,0.47966,0.852518
6.81933,1.58634,0.829374
5.93573,0.70274,0.800862
6.06681,0.83382,0.783888
5.82676,0.59377,0.752084
5.30271,0.0617719,0.749968
5.48522,0.236332,0.760471
6.12961,0.87321,0.78676
5.16219,-0.096364,0.785922
6.03222,0.765955,0.794715
6.42157,1.14901,0.78836
6.86909,1.59653,0.790752
7.1999,1.91999,0.804216
6.19087,0.902291,0.822724
5.92225,0.633671,0.831203
5.48486,0.196381,0.800172
5.5001,0.202667,0.793359
5.65089,0.344561,0.783638
5.12413,-0.191306,0.778294
4.21531,-1.10629,0.73002
5.0064,-0.305777,0.756279
4.64569,-0.666487,0.806672
5.17379,-0.147807,0.83576
6.61743,1.28659,0.861256
6.9214,1.58126,0.821205
5.10984,-0.233546,0.910099
4.59727,-0.752004,0.924611
5.1181,-0.240186,1.00648
5.22474,-0.14432,1.04048
5.12674,-0.25302,0.839989
5.4414,0.0520415,0.823019
6.2303,0.829983,0.797199
6.87254,1.46102,0.778832
5.76877,0.346386,0.740871
5.80897,0.375619,0.73566
5.60787,0.17452,0.792198
4.40937,-1.0343,0.788642
4.20804,-1.24743,0.797201
5.51299,0.0657558,0.801224
4.25607,-1.17926,0.746691
4.53171,-0.903861,0.802821
6.67986,1.24429,0.84269
7.11364,1.66627,0.822832
3.89939,-1.56005,0.748404
3.00221,-2.45723,0.764788
4.91092,-0.560421,0.819733
5.70631,0.223016,0.814547
5.65768,0.176373,0.763882
5.26273,-0.229584,0.744608
4.3859,-1.1187,0.740284
5.41776,-0.0992146,0.771097
5.63028,0.113306,0.788071
6.38884,0.859128,0.816581
6.94949,1.40908,0.808096
6.51493,0.98049,0.789741
5.40518,-0.116917,0.818039
3.85834,-1.6761,0.837135
3.74848,-1.78911,0.823128
4.30973,-1.24088,0.754572
4.42114,-1.12947,0.735875
5.24653,-0.311805,0.757059
7.19792,1.63022,0.813929
5.03872,-0.531672,0.780926
5.73934,0.166971,0.764565
5.06017,-0.524163,0.734623
4.11281,-1.48269,0.729698
4.3574,-1.24908,0.762457
4.23343,-1.38469,0.755717
3.06312,-2.56641,0.74946
3.44078,-2.19473,0.756742
3.84421,-1.7913,0.748481
4.54692,-1.08859,0.747838
4.62549,-1.01002,0.715757
3.13974,-2.50763,0.69609
4.15451,-1.50549,0.717134
3.84369,-1.81631,0.766667
4.90158,-0.771214,0.841812
4.81533,-0.8701,0.812852
4.326,-1.35943,0.759867
6.39283,0.694724,0.768102
5.07852,-0.631773,0.745596
6.313,0.59106,0.783951
5.79217,0.0584583,0.742041
5.62776,-0.117888,0.767439
6.22548,0.479832,0.819815
4.95386,-0.805563,0.842546
5.33785,-0.421573,0.828293
5.61023,-0.151283,0.846725
6.32674,0.551566,0.820505
6.28359,0.501517,0.815296
5.22507,-0.564304,0.740308
4.81308,-0.989581,0.742945
5.55672,-0.253624,0.76482
4.17842,-1.63878,0.786953
4.66027,-1.15758,0.80546
5.48885,-0.336054,0.799685
5.77926,-0.0516734,0.825441
6.76046,0.921715,0.850496
5.85916,0.0140672,0.816478
4.83272,-1.02605,0.775352
5.5825,-0.29014,0.809859
6.87356,0.986804,0.836578
6.87871,0.976955,0.870966
5.78673,-0.129837,0.841552
5.92021,-0.0111837,0.804331
3.58486,-2.34653,0.738908
4.91065,-1.0353,0.752124
5.98538,0.0248728,0.757439
4.98062,-0.994948,0.757617
5.1709,-0.819793,0.78905
4.07937,-1.91132,1.02816
6.42448,0.424125,1.3255
5.85227,-0.154751,1.24205
5.68107,-0.339458,1.0802
7.28533,1.24797,1.00519
6.60211,0.548629,0.91841
5.34236,-0.717963,0.836406
4.92978,-1.13146,0.756374
6.14729,0.086051,0.844624
6.25482,0.193581,0.865057
4.97329,-1.08795,0.83911
5.38764,-0.679048,0.803782
7.41783,1.35593,0.785105
6.37593,0.296281,0.772776
6.92139,0.823663,0.793151
6.77372,0.657599,0.809193
5.53785,-0.596333,0.831611
6.61783,0.46529,0.857711
7.47949,1.31004,0.862511
7.66788,1.4805,0.841812
7.37574,1.18836,0.836359
6.26186,0.0744781,0.842289
5.68951,-0.515475,0.879749
7.05897,0.836431,0.860087
6.87705,0.637164,0.819532
5.86141,-0.395607,0.818244
6.09462,-0.179373,0.859813
6.75538,0.473016,0.90571
6.11997,-0.158533,0.814541
4.74283,-1.55264,0.797696
6.40629,0.0931005,0.827031
6.30677,-0.021843,0.864214
6.02608,-0.318134,0.872995
6.12011,-0.23878,0.862136
6.03289,-0.341185,0.795265
5.94394,-0.445123,0.76788
7.12977,0.740706,0.817454
5.88006,-0.509003,0.79943
5.74988,-0.653839,0.768422
5.93815,-0.481333,0.757998
5.91291,-0.51702,0.786123
6.22327,-0.22059,0.802792
4.04716,-2.41052,0.847071
6.47442,0.00187588,0.860087
6.1909,-0.296367,0.79285
4.37522,-2.12671,0.741743
4.23137,-2.26683,0.762008
5.2113,-1.2869,0.795228
5.77586,-0.729723,0.833111
6.76804,0.24757,0.857162
6.47098,-0.0637431,0.867417
5.93575,-0.612707,0.828435
5.72066,-0.841513,0.816703
5.21827,-1.35739,0.811665
5.87592,-0.686254,0.783424
6.81495,0.239293,0.777313
7.04785,0.472193,0.791391
6.4342,-0.148897,0.807124
5.70137,-0.887739,0.844717
5.48388,-1.11169,0.822907
5.23537,-1.36665,0.812533
7.24566,0.637448,0.857903
6.10823,-0.506588,0.83018
4.73601,-1.88486,0.766244
5.63911,-0.98176,0.770971
6.33013,-0.297618,0.788262
5.71736,-0.916156,0.792698
7.48737,0.847723,0.823356
7.05172,0.405359,0.811513
7.03453,0.38222,0.794617
7.6162,0.962378,0.80228
5.922,-0.744034,0.782553
7.60097,0.922571,0.844452
7.63344,0.943658,0.883307
7.43581,0.734524,0.873844
7.4044,0.690677,0.817202
6.56332,-0.162372,0.770607
5.29098,-1.44744,0.765162
7.01584,0.264702,0.800828
7.6649,0.913762,0.86095
6.4769,-0.287299,0.850902
6.76607,-0.00881767,0.87751
7.80232,1.02743,0.878488
6.38702,-0.401164,0.898712
7.37507,0.573517,0.873644
7.55086,0.744814,0.836078
6.54652,-0.253917,0.837925
6.69317,-0.107267,0.896211
7.30969,0.502761,0.929066
6.40463,-0.402298,0.898686
8.13638,1.33594,0.895689
6.71264,-0.0942888,1.32437
-1.76649,-8.58035,4.78862
-2.83652,-9.64881,4.67973
7.39077,0.585185,3.96387
14.1698,7.36621,3.30322
10.6214,3.82428,1.53978
9.11376,2.31664,0.971382
7.74501,0.952023,0.847345
7.18363,0.384203,0.80392
7.42565,0.632415,0.794029
6.56416,-0.222643,0.801705
6.77936,-0.0138755,0.83219
7.6404,0.834797,0.862701
7.03125,0.225647,0.889721
6.50447,-0.31228,0.834003
6.78752,-0.0320563,0.799394
6.65613,-0.174752,0.792225
6.97009,0.140948,0.80012
6.91218,0.0830383,0.835778
7.42551,0.604345,0.873674
7.42589,0.597512,0.84651
6.73082,-0.108966,0.801329
6.50269,-0.33649,0.815475
6.0652,-0.762919,0.878509
6.82964,0.0130844,0.914821
6.55048,-0.277639,0.846841
6.4331,-0.406079,0.846701
6.51294,-0.326044,0.859905
5.50146,-1.34227,0.872553
6.66454,-0.190178,0.886781
7.89131,1.02766,0.892693
8.57051,1.69519,0.899409
7.81703,0.928871,0.901219
6.94965,0.0482683,0.882248
8.0537,1.13986,0.922684
8.13571,1.20933,0.852047
6.86696,-0.072155,0.784841
6.61095,-0.340999,0.803409
6.86053,-0.0937686,0.903335
6.81869,-0.135609,0.922535
7.1692,0.201745,0.889545
8.20557,1.22479,0.837423
6.38362,-0.611118,0.876115
6.61824,-0.391541,0.873471
7.51851,0.493255,0.845402
7.19282,0.151679,0.808457
6.8542,-0.202972,0.781102
7.07693,0.00419903,0.833351
9.48984,2.40141,0.901146
7.56094,0.456919,0.869542
6.82664,-0.293345,0.833858
8.38821,1.26822,0.804792
6.50248,-0.632808,0.787991
7.1728,0.0375123,0.799328
7.38367,0.232688,0.879623
6.86941,-0.297091,0.954953
7.23082,0.0538192,0.973497
7.3881,0.211099,0.905573
5.82469,-1.36804,0.82732
7.56221,0.364761,0.812554
6.76816,-0.441464,0.818787
6.78515,-0.429466,0.88574
7.88349,0.653244,0.910752
8.54331,1.29785,0.893466
7.87837,0.617537,0.843757
6.22419,-1.05143,0.809869
9.09635,1.8197,0.868335
8.09768,0.806351,0.938473
7.50442,0.197772,0.926546
9.70442,2.39777,0.935021
9.37736,2.07071,0.968086
7.84166,0.55088,0.902804
8.73323,1.43893,0.939578
8.30873,1.00983,0.919077
6.94814,-0.36683,0.917277
7.7006,0.384145,0.901967
10.6338,3.30036,0.961183
9.13657,1.80313,0.93754
7.36463,0.0143676,0.913156
6.66742,-0.666019,0.870118
7.03413,-0.316133,0.854601
7.88189,0.523823,0.870336
8.632,1.27066,0.91356
9.29595,1.91736,0.954761
7.81917,0.436421,0.990109
7.66325,0.269899,1.00902
7.35705,-0.0457387,1.03123
6.47207,-0.939265,1.078
6.92062,-0.498861,1.11072
6.3367,-1.09263,1.07582
7.73934,0.302257,1.03165
7.52243,0.077467,0.956472
6.72142,-0.725623,0.88868
6.20481,-1.24933,0.858336
5.5733,-1.88857,0.877784
8.00408,0.533252,0.925636
6.34789,-1.13929,0.936952
7.0845,-0.418982,0.89533
8.07529,0.567384,0.912837
6.7572,-0.768251,0.916729
5.86612,-1.67648,0.901003
6.72077,-0.838798,0.838889
5.37075,-2.20563,0.785052
6.64966,-0.943034,0.836734
7.79526,0.189717,0.856816
6.55325,-1.05556,0.83974
5.96765,-1.64566,0.845656
