spectrum,continuum_subtracted_spectrum,error
7.61155,-0.0145717,0.898037
7.16941,-0.467962,0.901384
6.2597,-1.37827,0.864992
6.72523,-0.926875,0.855792
7.69643,0.0426545,0.84284
6.98174,-0.686144,0.836283
5.82491,-1.85664,0.80828
6.29512,-1.37276,0.841013
8.76772,1.11245,0.910427
8.94208,1.29906,0.905666
6.43392,-1.2091,0.827
5.9943,-1.63455,0.813202
7.55539,-0.0734625,0.876569
7.33644,-0.292412,0.927051
7.04082,-0.588032,0.906097
7.40505,-0.223803,0.938907
7.70244,0.0735874,0.923117
7.27064,-0.344391,0.892008
7.21436,-0.400671,0.870857
8.93469,1.30987,0.892672
9.00881,1.38399,0.882028
7.94443,0.319606,0.893117
7.66231,0.0226498,0.861678
7.97688,0.33722,1.01925
6.66923,-0.98005,1.02647
8.13993,0.475754,0.938221
8.85844,1.19426,0.984851
8.25833,0.579705,0.995797
7.8752,0.184716,0.945553
8.33778,0.644602,0.935
8.34866,0.648892,0.907431
9.06662,1.35549,0.908423
8.38597,0.673486,0.849516
8.09574,0.385008,0.871591
7.92296,0.20074,0.868184
6.35925,-1.36317,0.87695
9.01538,1.30465,0.90222
6.80001,-0.911083,0.886175
7.93344,0.210099,0.914232
8.14625,0.435157,0.945376
6.73481,-0.976283,0.943069
9.3607,1.64802,0.998464
7.0819,-0.618769,1.08144
7.35893,-0.330718,1.04218
7.42534,-0.25104,0.947708
8.07577,0.412696,0.951312
8.95519,1.27881,1.02474
8.2345,0.552626,0.974921
10.3014,2.6329,0.950379
7.69338,0.0291677,0.898552
8.22444,0.556642,0.910405
8.02091,0.339772,0.946078
5.94327,-1.72505,0.91229
7.61286,-0.0417566,0.903814
7.67013,0.0277262,0.88828
7.74177,0.10615,0.936184
7.08174,-0.552989,1.013
7.9086,0.259559,1.10832
8.91649,1.25343,1.12378
7.04084,-0.636273,1.09885
8.81559,1.14055,1.07456
8.46297,0.775669,1.09533
8.14227,0.440615,1.09292
7.74332,0.0416651,1.05097
7.22318,-0.478475,0.969276
7.89027,0.197354,0.960336
8.47582,0.769083,0.958376
8.37317,0.666434,0.972378
8.73196,1.02522,0.97733
8.64034,0.933604,0.976235
7.80687,0.100134,0.951032
7.51775,-0.202494,0.975603
7.81465,0.0944066,1.02966
8.36855,0.657557,1.05462
8.15846,0.433891,1.00823
8.3575,0.636058,0.991797
8.70177,0.980328,0.978569
7.92501,0.203568,0.982131
8.96085,1.23941,0.96909
8.48141,0.766716,0.966542
8.77703,1.05404,0.984665
8.62769,0.904705,0.973714
7.54009,-0.182895,0.979442
7.494,-0.221175,0.963742
7.80556,0.0768104,0.9757
7.75271,0.0104942,0.982448
7.38558,-0.36946,0.970357
7.44406,-0.31098,0.931489
8.93008,1.16156,0.942185
10.3338,2.55102,0.96423
6.05736,-1.73516,0.916475
7.44056,-0.367438,0.916541
7.19741,-0.610588,0.931958
6.33788,-1.47012,0.908798
6.78442,-1.02642,0.935917
6.26356,-1.55547,0.942939
6.3629,-1.45064,0.930388
6.40667,-1.40687,0.949701
6.83011,-0.968306,0.927406
6.85267,-0.930099,0.8836
6.5474,-1.22929,0.869141
6.81793,-0.944789,0.882506
6.49488,-1.25379,0.884381
8.05839,0.323844,0.912214
9.1555,1.43543,0.913103
8.42276,0.70668,0.905941
7.87967,0.16359,0.881168
9.36238,1.6463,0.926705
7.81667,0.0866318,0.942227
7.52947,-0.200568,0.931683
7.66153,-0.0545497,0.886443
7.86901,0.15293,0.873271
7.54903,-0.16705,0.87724
6.7812,-0.948838,0.908941
9.16902,1.42486,0.969458
7.19676,-0.547404,0.955066
8.52856,0.784396,0.962224
8.33585,0.591686,0.918522
6.05046,-1.6937,0.88623
8.60156,0.84896,0.878326
7.55669,-0.195909,0.861915
7.47798,-0.274619,0.845934
6.90995,-0.854337,0.835947
6.96064,-0.798624,0.938436
8.12667,0.35837,0.94557
8.21439,0.441897,0.854913
6.67139,-1.08756,0.810792
7.73818,-0.0207725,0.837708
7.55887,-0.217945,0.862832
6.03847,-1.72048,0.935888
6.09585,-1.6631,1.15063
7.3462,-0.422977,1.63404
2.6204,-5.16088,1.87809
7.31267,-0.474204,1.58626
12.0029,4.21617,1.24477
9.15804,1.38964,1.26428
5.40585,-2.36255,1.46536
10.0208,2.26393,1.45039
8.08343,0.326558,1.1424
7.3304,-0.434741,0.894052
7.22909,-0.536051,0.805324
7.64645,-0.0988359,0.811283
8.12072,0.380242,0.816238
7.27139,-0.469088,0.813977
6.37278,-1.35112,0.800587
6.7739,-0.937721,0.794713
8.02962,0.335155,0.799719
7.38561,-0.308856,0.805068
5.79081,-1.91863,0.801935
6.95042,-0.776184,0.828728
7.4557,-0.267704,0.870378
7.20073,-0.531985,0.881103
6.054,-1.69972,0.810241
6.51069,-1.24303,0.773541
7.74274,-0.0109787,0.774104
6.61973,-1.15435,0.784989
7.69068,-0.083395,0.808201
7.94013,0.166055,0.820792
8.34339,0.549419,0.819807
7.9948,0.18363,0.827529
7.48352,-0.346946,0.80212
8.68653,0.841441,0.825508
8.34266,0.480412,0.87551
8.49175,0.612695,0.965798
9.09637,1.21598,0.942461
8.96013,1.07974,0.861531
8.13437,0.237602,0.796776
7.908,0.0264964,0.78978
7.81221,-0.0635505,0.812944
6.81203,-1.07172,0.79125
7.21494,-0.668806,0.780843
7.70491,-0.172305,0.772921
7.14161,-0.752937,0.79289
6.50404,-1.40751,0.790498
5.74534,-2.17525,0.783775
7.24541,-0.694718,0.800359
7.79675,-0.143378,0.820967
8.0975,0.157372,0.850265
8.65437,0.714242,0.873208
7.92956,0.00665665,0.864088
7.32223,-0.617898,0.807366
7.36996,-0.570168,0.791411
9.36417,1.40738,0.781861
9.5356,1.56221,0.808048
8.10408,0.114509,0.792782
9.40331,1.41342,0.793094
8.68208,0.704717,0.784086
8.67969,0.686009,0.795829
8.43451,0.426104,0.825849
8.48482,0.476414,0.905967
8.04678,0.0242357,0.918886
6.38079,-1.65691,0.789891
9.03707,0.992558,0.793099
7.64685,-0.390846,0.780793
6.69156,-1.34614,0.800084
8.19731,0.159615,0.876788
9.42974,1.38553,0.90502
8.10469,0.0604773,0.832582
9.06429,1.01509,0.798886
7.86848,-0.180718,0.771345
8.15154,0.102342,0.769543
8.04266,0.00494289,0.778933
7.51341,-0.524307,0.761411
9.06133,1.00718,0.776137
6.52379,-1.54798,0.782766
8.83099,0.748609,0.831887
8.42918,0.346799,0.869424
6.95056,-1.14937,0.848082
7.86977,-0.248121,0.813169
8.95661,0.835955,0.787036
7.62086,-0.511206,0.755006
7.4608,-0.688429,0.766235
8.60643,0.44323,0.808849
8.9972,0.818902,0.804565
8.06698,-0.12709,0.796566
7.72236,-0.467451,0.784286
8.99486,0.790537,0.793921
8.73422,0.514652,0.802516
8.49728,0.292957,0.794919
8.08729,-0.10399,0.778134
7.26615,-0.90902,0.754654
7.45701,-0.702386,0.759753
9.27019,1.1168,0.77421
7.99617,-0.171316,0.841982
7.93909,-0.236943,0.866403
8.51811,0.335554,0.764054
8.15015,-0.0379677,0.758135
7.68163,-0.520294,0.745387
7.17473,-1.04065,0.750462
8.10361,-0.117592,0.763626
7.93797,-0.290893,0.763991
8.30876,0.073926,0.761367
8.99406,0.752976,0.774203
7.5519,-0.682934,0.779049
8.62488,0.383797,0.782651
8.2081,-0.0415325,0.748362
8.60596,0.358027,0.749993
8.3974,0.156317,0.765889
7.59438,-0.653553,0.769782
8.44955,0.208489,0.765965
7.23301,-1.00023,0.74476
8.69822,0.472514,0.738767
8.9892,0.770414,0.756586
8.56217,0.343385,0.750544
8.6836,0.457894,0.774389
8.31165,0.0936441,0.766258
7.83368,-0.392026,0.76197
9.13405,0.901561,0.751023
8.7223,0.495016,0.74149
7.78877,-0.432816,0.743516
8.24461,0.0239897,0.752772
8.78091,0.560289,0.774224
7.2513,-0.964622,0.776933
8.20061,-0.0153122,0.78358
8.58505,0.369127,0.769547
8.52448,0.312823,0.770698
8.55813,0.346474,0.753652
7.74293,-0.461331,0.764753
7.51269,-0.691571,0.779049
7.25851,-0.949255,0.797973
7.81677,-0.377152,0.774257
8.92899,0.721225,0.781672
8.97582,0.768054,0.72928
7.56834,-0.625582,0.722028
8.86227,0.685334,0.730511
8.37645,0.203149,0.729647
8.00154,-0.171761,0.729443
8.20152,0.0348978,0.735084
8.33487,0.168248,0.72129
8.31617,0.151371,0.708801
8.36432,0.199521,0.712784
8.24541,0.0806112,0.73436
8.65133,0.501287,0.718147
8.61492,0.445978,0.704482
8.00591,-0.163032,0.685023
7.8112,-0.364719,0.663641
6.79233,-1.3977,0.641686
7.80863,-0.395913,0.655826
8.32043,0.118958,0.667112
8.19814,-0.00333214,0.679029
8.15591,-0.0455627,0.683666
8.17061,-0.0308619,0.705181
8.91465,0.713178,0.718347
7.81847,-0.370366,0.714501
7.49342,-0.695416,0.695243
7.08237,-1.10647,0.654505
6.37367,-1.83427,0.643517
7.1516,-1.05634,0.637557
7.08452,-1.12342,0.620972
7.34354,-0.845296,0.613422
7.24301,-0.928006,0.608591
7.0646,-1.09324,0.622049
7.5276,-0.613348,0.649625
8.19143,0.0504827,0.658538
6.95613,-1.18482,0.624155
6.60419,-1.52021,0.598572
7.00878,-1.11567,0.611244
6.61636,-1.50809,0.622922
6.13992,-1.98453,0.614681
7.31231,-0.793688,0.623147
6.72583,-1.35822,0.647411
8.26177,0.203653,0.669017
7.78199,-0.276127,0.686455
6.53802,-1.54603,0.689663
6.77814,-1.30591,0.659326
7.63158,-0.452471,0.631105
8.25808,0.190846,0.630223
7.7517,-0.315533,0.63089
8.18732,0.0989952,0.644839
8.13008,0.0460081,0.627574
7.58975,-0.491828,0.638132
8.70631,0.6322,0.676079
7.98783,-0.0652599,0.694788
7.08513,-0.95102,0.669582
6.848,-1.17751,0.645211
7.41714,-0.592956,0.656641
8.18854,0.178445,0.664455
8.28667,0.301196,0.6613
8.05448,0.058476,0.647672
7.758,-0.263365,0.659594
7.48058,-0.540785,0.689283
7.79324,-0.201665,0.724796
8.4254,0.430495,0.743845
8.33516,0.3397,0.745462
8.23171,0.237273,0.695382
8.67863,0.698356,0.68293
7.59913,-0.369066,0.664156
7.43752,-0.529457,0.677262
8.80334,0.836363,0.691501
8.42401,0.457033,0.687681
7.68355,-0.283427,0.687816
9.01762,1.05064,0.693442
8.80054,0.833563,0.687604
8.89079,0.923813,0.701474
9.59781,1.63083,0.741382
7.89426,-0.0727172,0.691976
7.98068,0.0137029,0.661493
8.05093,0.0839529,0.677341
7.58568,-0.381297,0.691604
7.90536,-0.0616169,0.694899
8.2651,0.284909,0.65677
7.0019,-0.965077,0.647892
8.29101,0.310819,0.661612
6.56136,-1.43321,0.643959
6.61917,-1.38646,0.634846
7.19877,-0.815424,0.647476
7.17352,-0.832108,0.662948
8.39955,0.39662,0.68225
6.82011,-1.16317,0.659591
7.47704,-0.506239,0.679915
7.96263,-0.020649,0.696534
8.24501,0.277948,0.705651
8.64401,0.676947,0.711357
8.16368,0.174096,0.690296
8.09359,0.0827475,0.691164
7.71739,-0.272194,0.701406
7.95015,-0.0385828,0.709849
8.02159,0.0328574,0.696486
7.94794,-0.0493417,0.675896
8.39699,0.379375,0.65766
6.61806,-1.39955,0.65241
8.30841,0.290795,0.666785
7.67824,-0.319042,0.686723
7.32195,-0.675332,0.655478
8.9855,0.988219,0.683444
8.60041,0.608296,0.702253
8.14936,0.171348,0.697449
7.53682,-0.441192,0.6613
7.9499,-0.0038619,0.676126
7.58767,-0.338853,0.688068
6.84411,-1.05297,0.709677
8.55336,0.644838,0.723939
9.12161,1.20779,0.713474
9.20353,1.28971,0.690422
7.86732,-0.0502105,0.696679
7.4028,-0.498554,0.66543
8.39263,0.504266,0.678564
8.16903,0.280667,0.66406
7.66343,-0.242644,0.705476
7.85914,-0.0594969,0.793453
7.98817,0.0494089,0.821476
8.30667,0.356684,0.768401
8.4552,0.516439,0.719276
7.71898,-0.24378,0.69865
8.50921,0.535382,0.719834
8.06109,0.112369,0.72967
7.42495,-0.511159,0.689142
7.75993,-0.16266,0.655261
8.22038,0.32059,0.649085
7.393,-0.52959,0.664598
7.60339,-0.306174,0.629726
8.0635,0.175421,0.594944
8.53268,0.670831,0.608918
8.04426,0.156181,0.622655
7.2261,-0.635749,0.69025
7.99685,0.108771,0.764464
8.5475,0.65942,0.805133
8.53974,0.714643,0.752305
8.38346,0.629044,0.689082
7.23983,-0.51342,0.650208
6.43803,-1.2517,0.647786
8.03159,0.393044,0.656002
6.80139,-0.819905,0.603807
6.88743,-0.727441,0.567868
7.2068,-0.408542,0.582439
7.52866,-0.093348,0.587493
8.06224,0.440232,0.575594
8.3416,0.733987,0.583637
8.40844,0.786432,0.601964
7.72277,0.0854378,0.624212
7.71125,0.089242,0.626496
8.01022,0.401182,0.597624
8.21178,0.589772,0.585016
8.46655,0.683923,0.598589
7.20645,-0.581278,0.628711
7.39671,-0.385917,0.672703
7.33887,-0.439492,0.705639
7.40258,-0.370673,0.671179
7.74085,-0.0272174,0.620661
7.13649,-0.627561,0.595603
7.14945,-0.609637,0.572874
8.08019,0.324918,0.626093
7.59844,-0.151785,0.854916
6.46037,-1.28473,1.90835
7.64833,-0.0931196,4.20138
11.2812,3.5451,6.10568
9.45751,1.7216,3.20362
8.69922,0.959558,1.08529
6.99605,-0.741796,0.737615
6.37024,-1.36381,0.732272
7.50528,-0.223089,0.731595
7.15461,-0.570099,0.625281
7.22233,-0.496473,0.563031
7.51779,-0.19482,0.563528
7.5699,-0.14271,0.596982
7.65363,-0.0589805,0.582498
7.66867,-0.0439401,0.561904
7.3255,-0.38711,0.564413
8.22035,0.50774,0.612381
8.80675,1.09414,0.649603
7.36226,-0.35035,0.657851
6.85646,-0.85615,0.600923
7.81863,0.10602,0.554435
7.19715,-0.51546,0.575091
8.43678,0.72417,0.65399
7.08878,-0.62383,0.693349
7.5819,-0.13071,0.651009
8.06384,0.35123,0.576945
6.6405,-1.07211,0.551397
6.20988,-1.50273,0.537697
7.23732,-0.47529,0.559032
7.32982,-0.388983,0.551361
7.94917,0.23656,0.554674
8.29001,0.576459,0.557831
7.3863,-0.336903,0.569672
6.8335,-0.889703,0.558698
8.95177,1.22986,0.583929
7.77109,0.0514669,0.609034
7.95715,0.23233,0.635194
8.19659,0.471771,0.634733
7.22447,-0.490685,0.595566
7.64385,-0.0707817,0.595277
7.19512,-0.516605,0.608885
7.75542,0.043695,0.637049
8.23502,0.513346,0.617577
7.62469,-0.106648,0.631488
7.24667,-0.494339,0.915445
8.13585,0.394841,1.50514
5.34003,-2.40098,1.78986
8.51698,0.776681,1.55105
8.85815,1.1128,0.883525
7.18896,-0.56598,0.61252
7.03354,-0.725585,0.550752
6.80986,-0.947773,0.535137
7.03752,-0.720113,0.550543
7.6027,-0.154056,0.576412
8.35274,0.598569,0.592934
8.15214,0.388739,0.604572
7.62632,-0.146224,0.618977
8.12522,0.361819,0.642843
5.89945,-1.85437,0.608509
7.51455,-0.246275,0.597696
8.10271,0.341884,0.595182
6.70896,-1.05118,0.581892
6.25222,-1.49826,0.578155
8.01837,0.267885,0.57407
7.651,-0.0912647,0.572472
7.44357,-0.291054,0.553171
7.86659,0.141409,0.703742
8.3744,0.649711,0.753551
8.186,0.470448,0.764645
7.41276,-0.292691,0.584311
8.21708,0.51147,0.576651
7.73961,0.0340004,0.564339
7.45796,-0.253097,0.569933
7.60349,-0.107567,0.555533
7.69067,-0.0203872,0.548649
7.55815,-0.159175,0.552638
6.61216,-1.10517,0.555399
7.63144,-0.0952702,0.553184
7.84745,0.111296,0.551731
7.34466,-0.391494,0.540944
7.58242,-0.153734,0.568329
8.12477,0.388616,0.581576
6.79494,-0.941214,0.550577
7.68488,-0.0512743,0.574696
8.21946,0.477238,0.608174
7.67357,-0.0686512,0.595586
6.91288,-0.829341,0.553489
6.79671,-0.945543,0.51942
8.35667,0.614417,0.529969
8.10598,0.354043,0.53373
8.31467,0.562733,0.540637
8.13876,0.379612,0.53987
7.32634,-0.442669,0.533137
7.92873,0.159721,0.536424
7.71696,-0.0520492,0.53385
7.56702,-0.201989,0.518835
7.4951,-0.284282,0.509179
7.5398,-0.241384,0.520356
7.24194,-0.544049,0.50269
6.39275,-1.3997,0.497027
7.38677,-0.41079,0.50453
7.43098,-0.373053,0.503446
7.11401,-0.696183,0.504447
7.15512,-0.659954,0.503786
7.55595,-0.265461,0.524189
7.83294,0.00639486,0.53775
7.50613,-0.326491,0.553098
7.61974,-0.218662,0.553045
7.46372,-0.379989,0.539354
7.21354,-0.636644,0.537628
7.25254,-0.602934,0.562938
7.28912,-0.572617,0.537627
6.9911,-0.871532,0.522508
6.85196,-1.01596,0.553348
7.68188,-0.192307,0.609338
7.37438,-0.501349,0.59655
6.36049,-1.51809,0.574994
7.48509,-0.393485,0.596643
6.01084,-1.87003,0.658504
7.28996,-0.590907,0.701636
7.82274,-0.0514622,0.643406
7.38153,-0.492672,0.562786
7.19931,-0.676867,0.532901
6.97076,-0.916882,0.537469
7.34309,-0.548055,0.550249
7.87958,-0.0115647,0.586165
7.88141,-0.00973463,0.632819
7.88355,-0.00759459,0.586378
7.60219,-0.300347,0.518298
6.47215,-1.43919,0.489635
7.80523,-0.0976496,0.50217
6.61835,-1.2951,0.487022
6.12831,-1.7964,0.489321
6.3988,-1.53697,0.502525
6.28502,-1.66218,0.502239
6.04015,-1.91006,0.522878
4.68923,-3.26098,0.585979
5.58929,-2.36092,0.692046
6.07738,-1.88439,0.691857
6.25749,-1.71614,0.580724
6.81913,-1.16035,0.545667
6.69869,-1.28659,0.607116
6.19668,-1.79417,0.628309
5.89545,-2.10124,0.563835
6.35864,-1.64337,0.520199
6.32871,-1.67938,0.50078
5.98949,-2.0237,0.518437
6.70628,-1.31191,0.546477
4.99857,-3.02587,0.549529
5.9673,-2.06027,0.536045
6.69017,-1.3425,0.533703
6.27178,-1.76543,0.521055
6.1641,-1.87761,0.553727
7.12385,-0.923707,0.582663
7.30755,-0.744499,0.565953
7.32823,-0.729095,0.535439
6.80797,-1.25362,0.529046
6.42593,-1.64558,0.539993
7.04994,-1.03186,0.622091
8.39001,0.302486,0.706218
8.71776,0.623509,0.690215
7.08576,-1.01867,0.633918
7.82154,-0.293077,0.565158
7.81916,-0.305613,0.534011
6.26912,-1.86275,0.51526
8.00426,-0.137554,0.543561
8.00548,-0.145626,0.570956
7.22979,-0.917999,0.599347
6.13896,-2.00457,0.597685
6.73171,-1.42121,0.564041
8.14576,-0.0169134,0.554588
7.0921,-1.0803,0.545725
7.69714,-0.484518,0.585296
7.95139,-0.221007,0.69628
7.23696,-0.935437,0.727272
7.05666,-1.125,0.664596
7.83433,-0.354386,0.591695
7.92791,-0.268203,0.566751
7.45842,-0.737693,0.583846
7.71187,-0.490539,0.726624
7.60616,-0.604425,0.769481
7.7646,-0.453937,0.700695
8.14061,-0.0723257,0.595492
7.1598,-1.05314,0.619357
6.44641,-1.76653,0.617721
7.86229,-0.350646,0.571532
8.37814,0.156981,0.552026
7.95228,-0.277099,0.541566
7.49115,-0.74314,0.61857
6.9126,-1.32965,0.69145
7.83748,-0.404773,0.672994
8.96965,0.719841,0.594793
8.2282,-0.0296021,0.553409
8.14048,-0.122462,0.552146
9.45883,1.18766,0.578419
8.92656,0.647406,0.571443
8.41267,0.12905,0.564633
7.9229,-0.363549,0.562904
9.04379,0.753038,0.590091
9.56305,1.26897,0.585151
8.33587,0.0405111,0.553237
7.89557,-0.400656,0.564105
8.25508,-0.0446939,0.593458
7.91684,-0.390488,0.579694
7.85166,-0.463371,0.534468
8.3103,-0.00779915,0.539422
8.16472,-0.161011,0.590627
6.7656,-1.56587,0.610842
7.2156,-1.12399,0.592117
8.48791,0.143343,0.545722
8.97135,0.618932,0.531837
7.92364,-0.436759,0.508933
7.00762,-1.35278,0.508222
8.22205,-0.146337,0.508275
7.42641,-0.941976,0.503181
7.65759,-0.710796,0.513636
7.18987,-1.17944,0.544796
6.57841,-1.7922,0.579515
6.85464,-1.51208,0.521869
7.25217,-1.11824,0.50879
7.54585,-0.83259,0.50722
8.04356,-0.34271,0.518166
7.75283,-0.641469,0.534237
7.28301,-1.11978,0.537354
7.3202,-1.08698,0.550796
7.79635,-0.615038,0.551304
9.53219,1.11644,0.558122
8.65325,0.237001,0.537125
8.32349,-0.101615,0.54205
9.30858,0.874385,0.532853
9.61679,1.18259,0.533602
8.24518,-0.197927,0.630687
8.72169,0.278583,0.628874
8.89001,0.437995,0.650213
8.64503,0.193015,0.522019
8.56134,0.109325,0.523666
8.71797,0.257123,0.547625
8.72854,0.267694,0.599087
8.82001,0.359163,0.600353
8.40731,-0.0513191,0.553959
8.8461,0.385899,0.523546
9.09756,0.629834,0.525971
8.42481,-0.051693,0.544168
8.1853,-0.300053,0.540137
8.40542,-0.0799322,0.529161
9.0852,0.591136,0.532746
8.76645,0.267676,0.511351
8.48006,-0.0220566,0.515443
9.00576,0.495327,0.516478
9.0951,0.584667,0.518227
8.84396,0.32515,0.519278
9.34874,0.82993,0.53069
9.6396,1.12224,0.528323
9.25927,0.73775,0.536463
8.80925,0.285256,0.555417
9.03604,0.508036,0.556256
9.07672,0.544663,0.537589
8.91483,0.383734,0.514208
8.60789,0.0728083,0.503216
8.53066,-0.00622749,0.498358
8.94654,0.413103,0.500212
9.22139,0.689084,0.505616
7.89843,-0.630133,0.48909
8.76509,0.239995,0.496786
8.59279,0.0652008,0.502897
7.71685,-0.810402,0.496609
7.87661,-0.647275,0.500467
8.39338,-0.126997,0.498989
7.75153,-0.770414,0.483745
7.36996,-1.15531,0.491715
7.79025,-0.733727,0.48528
8.65257,0.125232,0.510079
8.95667,0.426224,0.525027
8.2032,-0.324138,0.545109
8.52215,-0.00829601,0.548549
9.11126,0.577355,0.554919
9.02889,0.491572,0.543186
8.99428,0.456963,0.531547
9.07391,0.536592,0.510825
8.04562,-0.491697,0.505215
7.28648,-1.24743,0.553001
8.11847,-0.41232,0.580227
8.6328,0.105462,0.556253
8.46117,-0.062933,0.529283
8.56163,0.0340786,0.521972
9.20593,0.675139,0.527523
8.71442,0.186869,0.520488
9.32387,0.799767,0.533844
9.62654,1.10526,0.521355
9.67027,1.15052,0.536729
9.94462,1.42184,0.537005
9.86076,1.33458,0.526995
9.35845,0.829877,0.518048
9.03772,0.512039,0.509897
9.38435,0.86169,0.519576
9.27493,0.749249,0.516091
8.5696,0.0406313,0.504309
8.72839,0.202709,0.506669
8.48752,-0.0376492,0.518295
8.15907,-0.369336,0.525729
8.18563,-0.345611,0.522956
8.77076,0.242353,0.512422
9.33173,0.806561,0.522584
9.03569,0.507284,0.529282
8.94213,0.410522,0.540673
8.21633,-0.31812,0.561035
8.46787,-0.0698519,0.559847
9.43873,0.904281,0.542877
9.48004,0.948432,0.544375
8.0994,-0.43115,0.521254
8.14768,-0.38555,0.525669
8.7045,0.168212,0.506286
9.71135,1.17222,0.516651
9.45585,0.913591,0.514011
8.20793,-0.337358,0.515218
8.68873,0.143682,0.533149
8.32566,-0.216727,0.526948
8.07444,-0.470608,0.518697
8.14864,-0.394398,0.508069
8.5368,-0.00365734,0.512592
8.92946,0.392055,0.508709
8.80193,0.267238,0.523227
8.3566,-0.178729,0.524812
7.40181,-1.13084,0.499766
7.69462,-0.835413,0.502898
8.87557,0.342918,0.525918
9.30545,0.769886,0.543202
8.2777,-0.254951,0.538525
7.49302,-1.03701,0.518819
8.23422,-0.293073,0.500537
8.64623,0.121863,0.50221
8.43186,-0.0898523,0.513493
7.86032,-0.664046,0.534585
7.02796,-1.49641,0.54294
8.01193,-0.518103,0.534385
8.71679,0.186757,0.542148
8.87589,0.345857,0.547471
8.65125,0.116222,0.540836
8.45443,-0.0860968,0.507173
8.60058,0.0546122,0.504181
8.01253,-0.533438,0.522052
8.5374,-0.0139494,0.55285
8.9139,0.362551,0.536423
8.65519,0.0985832,0.508605
8.46995,-0.0866575,0.500604
8.88967,0.338321,0.514983
8.71767,0.170239,0.530604
8.44568,-0.101624,0.534522
8.48772,-0.0613947,0.572713
8.46093,-0.0869379,0.578771
8.1951,-0.347694,0.588227
8.17863,-0.364164,0.626587
8.29672,-0.246449,0.713072
8.82498,0.281811,0.739968
9.11738,0.574211,0.766699
9.35373,0.807076,0.844856
9.26495,0.715265,0.831373
8.41169,-0.137995,0.665072
9.52344,0.968793,0.557759
8.39743,-0.162126,0.563527
8.69995,0.136546,0.590749
8.98909,0.425686,0.580065
8.1082,-0.455204,0.564027
8.81827,0.254866,0.531944
7.91889,-0.645298,0.500479
7.89347,-0.670718,0.504889
8.23596,-0.330796,0.534362
8.26015,-0.311417,0.526482
8.10405,-0.472175,0.499478
8.3656,-0.21523,0.512649
9.08036,0.499531,0.531622
9.62509,1.04426,0.523082
8.84393,0.258638,0.537511
8.67594,0.0862398,0.645257
9.38207,0.787997,0.89149
8.47403,-0.124459,0.949145
9.38901,0.790522,0.768635
8.25041,-0.343662,0.657953
8.71493,0.124117,0.720709
8.84972,0.254488,0.778357
7.80267,-0.788143,0.688507
9.17225,0.585862,0.604895
7.93665,-0.654163,0.559828
9.09169,0.504248,0.579412
8.21654,-0.366493,0.582535
8.01355,-0.566253,0.591419
9.24097,0.663084,0.573357
6.77502,-1.79826,0.529962
8.25683,-0.311777,0.547811
7.21208,-1.35377,0.597537
8.32759,-0.24292,0.668087
9.49868,0.930102,0.665455
8.72252,0.154262,0.631522
9.41227,0.839436,0.604092
7.81818,-0.757448,0.583806
8.77965,0.199574,0.565372
8.52221,-0.0578651,0.558287
8.47391,-0.102324,0.620795
9.52051,0.94219,0.669006
8.29833,-0.275561,0.614116
8.71889,0.144999,0.561239
8.25354,-0.315831,0.536643
8.45784,-0.106977,0.515413
8.83582,0.272333,0.532569
8.64842,0.0849333,0.679507
8.96072,0.397233,0.782198
9.30995,0.746463,0.641022
8.50476,-0.0543547,0.538368
8.74248,0.183366,0.518452
8.63873,0.0780544,0.509268
7.71517,-0.843984,0.544491
8.48027,-0.0743389,0.681777
7.99893,-0.555679,0.78309
7.91767,-0.641484,0.699468
8.65516,0.0999832,0.566856
8.5118,-0.0428381,0.514522
7.54954,-1.00632,0.518529
8.24659,-0.309272,0.535191
8.59559,0.0353556,0.538212
8.71567,0.155436,0.53337
8.4631,-0.0971336,0.54821
8.88185,0.321616,0.581791
9.36437,0.807706,0.623909
8.12192,-0.434745,0.606871
9.49079,0.929794,0.588094
8.9149,0.350814,0.560951
8.9205,0.356414,0.5607
8.70271,0.142573,0.68025
7.7388,-0.821337,0.77659
8.33959,-0.220547,0.70736
7.49663,-1.06789,0.575502
8.17854,-0.390495,0.54896
8.34778,-0.225671,0.561358
8.28529,-0.289565,0.562447
9.0162,0.437013,0.562427
9.40332,0.821493,0.555916
8.1436,-0.438227,0.519226
7.99776,-0.584123,0.507182
8.38004,-0.201472,0.516579
8.44196,-0.139552,0.546535
8.9821,0.400587,0.57312
10.6214,2.04023,0.624332
8.67381,0.092638,0.574965
7.54204,-1.03913,0.522698
8.36516,-0.211564,0.551072
9.42772,0.855529,0.637455
9.19715,0.624959,0.719519
8.2722,-0.302467,0.708374
8.4986,-0.076067,0.593306
9.26708,0.688527,0.558895
9.07489,0.496337,0.549171
8.29118,-0.287374,0.51858
8.14426,-0.434293,0.519731
8.852,0.273447,0.545171
8.89213,0.318172,0.540926
8.89687,0.325111,0.521493
8.81884,0.244882,0.521462
8.05635,-0.519557,0.529745
7.39386,-1.17966,0.543894
8.47238,-0.0986881,0.55346
8.69946,0.125941,0.563494
8.96888,0.390703,0.574657
9.26131,0.682915,0.602186
9.3395,0.761106,0.576562
9.0754,0.497005,0.550454
8.54958,-0.03335,0.548193
8.33867,-0.24475,0.58929
8.99589,0.407881,0.598691
8.43044,-0.162113,0.57227
7.80305,-0.794126,0.535022
